ts	imei	mwra	c.dogalize	c.android.chrome	c.android.gm	c.android.youtube	c.katana	c.UCMobile.x86	c.updateassist	c.raider	c.android.vending	c.UCMobile.intl
2018-05-05 10:36:00	3590433799317661610	1.00000	8.97222	12.17159	11.68099	11.66484	16.84674	42.22007	64.92954	31.38307	80.99324	47.94009
2018-05-05 10:37:00	8630330696303482089	1.00000	12.25429	11.97494	8.55130	14.94085	13.65337	54.19274	67.78415	90.61529	23.48886	29.59365
2018-05-05 10:38:00	359043379931766437	1.00000	12.79167	8.81794	12.03846	14.07574	13.88578	34.21280	20.31325	32.53962	81.81312	61.81489
2018-05-05 10:39:00	8630330696303482220	1.00000	8.32796	15.76090	10.34865	13.05917	14.73019	22.76749	25.16213	68.55642	68.76759	2.37365
2018-05-05 10:40:00	3590433799317661974	0.00000	13.40535	11.36411	13.95166	15.17838	14.16243	34.41437	28.19993	48.66550	7.33121	11.70328
2018-05-05 10:41:00	8630330696303482360	1.00000	10.72333	12.19588	11.68677	14.46544	14.83439	36.85315	32.03119	95.59186	20.76480	41.64222
2018-05-05 10:42:00	359043379931766353	0.00000	12.34388	16.81674	16.14162	14.13372	9.13110	47.60486	52.79084	60.30041	93.78541	13.22802
2018-05-05 10:43:00	3590433799317661966	0.00000	10.56468	14.50326	12.74325	10.50411	9.15766	44.14613	22.74157	11.46693	73.56903	36.83525
2018-05-05 10:44:00	863033069630348875	0.00000	8.23964	14.99001	15.15251	13.17515	10.04453	50.29450	7.56457	93.22794	18.04280	36.36127
2018-05-05 10:45:00	3590433799317662352	1.00000	15.23118	13.22054	10.78157	13.69940	14.58699	67.55893	56.70507	56.25933	46.90641	10.90539
2018-05-05 10:46:00	3590433799317661206	0.00000	13.98692	12.14582	14.17044	10.53247	13.42764	63.15345	79.98367	76.85764	57.80288	24.66390
2018-05-05 10:47:00	3590433799317661966	0.00000	14.64650	12.53902	14.68477	10.70471	7.75036	48.13407	83.15751	53.19390	93.12459	31.21561
2018-05-05 10:48:00	863033069630348032	1.00000	11.90691	14.38078	12.95805	10.77474	11.81724	48.40771	59.82228	83.10402	10.95245	86.73806
2018-05-05 10:49:00	863033069630348115	1.00000	15.16532	12.07458	9.68279	15.64705	14.84871	40.27191	50.96884	63.45380	8.50919	7.09618
2018-05-05 10:50:00	863033069630348297	1.00000	10.81075	17.83282	9.65822	18.22972	14.37212	47.30105	79.06954	50.16978	66.65575	37.80692
2018-05-05 10:51:00	8630330696303481925	0.00000	8.16205	15.04543	12.85775	12.48224	11.46905	60.66731	21.51700	72.11888	26.03493	90.30128
2018-05-05 10:52:00	863033069630348065	1.00000	14.18540	11.71027	9.69636	13.57544	13.01209	51.34835	83.96536	75.66125	54.79720	89.31316
2018-05-05 10:53:00	359043379931766890	1.00000	13.81308	12.68836	11.64469	11.97677	14.36941	66.45901	88.74036	54.64936	56.60687	65.41785
2018-05-05 10:54:00	863033069630348636	0.00000	10.11501	12.09661	11.13164	10.46347	18.99349	58.31629	16.41731	76.17283	1.02536	26.78750
2018-05-05 10:55:00	8630330696303482121	1.00000	14.60083	10.22189	11.64580	13.83867	16.64234	46.29126	30.17631	38.92305	41.78771	66.68349
2018-05-05 10:56:00	863033069630348503	1.00000	14.72078	16.90151	11.74086	17.22546	11.97218	55.02819	81.70007	12.27627	67.67679	86.73099
2018-05-05 10:57:00	359043379931766403	1.00000	9.85608	13.09795	9.90826	13.33019	12.09204	10.35276	25.38658	74.74410	60.72639	48.21695
2018-05-05 10:58:00	8630330696303481636	0.00000	8.72096	13.25374	13.78977	14.50626	7.30662	43.89639	92.42539	12.54085	76.53204	88.99847
2018-05-05 10:59:00	359043379931766668	1.00000	15.41359	10.72608	12.77357	13.83990	17.44478	34.61006	97.89708	86.99562	61.14112	86.08484
2018-05-05 11:00:00	3590433799317662212	1.00000	10.22435	14.10688	11.59392	14.03860	16.54162	13.15171	98.67871	81.73252	30.64368	54.98615
2018-05-05 11:01:00	8630330696303482279	1.00000	9.84152	14.11216	10.79962	14.94114	10.41487	38.47532	24.88397	58.58242	13.88189	11.29271
2018-05-05 11:02:00	863033069630348511	0.00000	11.45402	10.66622	16.06313	13.99624	10.92941	25.74893	84.25067	10.27210	44.76693	16.32173
2018-05-05 11:03:00	3590433799317661867	1.00000	16.37970	11.59861	12.22829	16.07292	16.81559	47.51076	17.68373	11.53730	99.09925	84.07823
2018-05-05 11:04:00	359043379931766320	1.00000	11.04534	18.14133	9.71693	17.18580	14.64395	67.95085	73.50253	29.87328	31.88399	13.32278
2018-05-05 11:05:00	3590433799317662485	1.00000	10.72963	16.25065	11.68959	17.42431	16.58315	37.72262	47.69770	87.85181	24.37921	47.46294
2018-05-05 11:06:00	8630330696303481214	0.00000	12.95446	10.04000	12.20728	9.74939	14.14233	62.62862	24.04065	64.26225	58.72025	26.49409
2018-05-05 11:07:00	863033069630348628	1.00000	12.44799	8.47023	11.45885	15.12557	10.80085	48.83550	27.55980	89.71105	49.73201	19.41783
2018-05-05 11:08:00	3590433799317661909	0.00000	9.48586	14.03642	9.48114	11.89702	17.26143	36.13450	90.23771	33.40279	3.79649	18.63943
2018-05-05 11:09:00	8630330696303481701	1.00000	14.74490	11.87109	12.49533	12.71247	12.72568	53.12054	95.84942	82.59350	8.60796	86.09287
2018-05-05 11:10:00	8630330696303482378	1.00000	11.95413	14.98655	10.42821	15.74252	16.24008	25.95625	11.07025	6.62664	15.18949	98.97339
2018-05-05 11:11:00	359043379931766767	1.00000	13.29620	9.06913	12.45783	11.69666	13.65029	26.60316	3.70519	3.48447	20.67032	88.85515
2018-05-05 11:12:00	8630330696303481669	1.00000	12.58513	10.39451	8.68620	10.35151	16.70325	24.74412	58.18194	17.44326	86.21972	92.29136
2018-05-05 11:13:00	863033069630348768	0.00000	10.49416	12.81701	10.22178	14.39329	9.53369	43.68983	11.54727	42.75477	47.69103	36.73552
2018-05-05 11:14:00	8630330696303481461	0.00000	12.77142	10.41317	15.45515	15.01482	11.11384	38.51820	24.74812	40.73521	69.06559	99.73775
2018-05-05 11:15:00	8630330696303481883	1.00000	9.09477	16.24636	13.02167	18.85239	13.92159	19.42197	21.69964	62.49013	44.95553	9.14106
2018-05-05 11:16:00	3590433799317661917	1.00000	14.31615	12.84769	12.65499	15.38854	14.43569	32.08077	67.82513	16.73069	60.17962	47.86449
2018-05-05 11:17:00	359043379931766700	1.00000	12.01134	9.23317	14.24440	12.92101	10.42630	20.62456	33.09945	52.25028	9.95808	27.98667
2018-05-05 11:18:00	3590433799317661420	0.00000	13.04340	9.04218	14.20107	12.80722	15.70535	54.35134	73.21214	74.92566	9.10982	86.67953
2018-05-05 11:19:00	8630330696303481925	1.00000	11.67497	15.08729	8.26535	14.39561	15.44265	34.21012	12.45674	8.40904	66.27560	21.67841
2018-05-05 11:20:00	8630330696303481693	1.00000	10.03063	12.15491	12.48830	11.74115	10.31546	43.37926	96.22280	37.57524	98.80790	22.56646
2018-05-05 11:21:00	8630330696303481024	1.00000	12.32178	13.39788	11.37100	12.20778	16.56983	27.02168	22.43838	1.62476	76.21464	40.92585
2018-05-05 11:22:00	3590433799317662493	1.00000	10.26013	15.63971	9.97633	15.90229	13.04441	30.69861	58.14930	92.37950	31.03623	61.58344
2018-05-05 11:23:00	359043379931766288	1.00000	12.08898	16.81217	11.20869	18.07185	14.72833	57.07883	54.53689	23.24323	53.73594	66.50616
2018-05-05 11:24:00	8630330696303481990	1.00000	10.48872	19.95644	9.88057	18.66713	13.67646	15.23486	2.64285	31.28724	86.24418	75.94184
2018-05-05 11:25:00	3590433799317662295	1.00000	13.53559	12.35850	9.94619	12.95894	12.11276	20.44321	40.79427	55.49542	88.80976	99.90796
2018-05-05 11:26:00	359043379931766189	1.00000	14.97243	10.25555	11.95998	13.32312	14.14692	60.67459	32.64789	70.92564	19.91558	57.66284
2018-05-05 11:27:00	359043379931766213	1.00000	14.34215	11.36636	11.32593	16.31344	15.54644	40.09030	0.77974	23.09105	26.66469	73.44652
2018-05-05 11:28:00	359043379931766684	0.00000	12.00241	14.46055	13.10815	12.31755	10.13131	31.75163	70.95921	52.32573	53.78181	97.75594
2018-05-05 11:29:00	3590433799317662113	1.00000	15.55115	13.52501	11.27933	14.65907	12.76927	42.42162	78.33936	42.33902	62.17128	14.42898
2018-05-05 11:30:00	8630330696303482279	1.00000	13.11552	7.92145	13.37489	12.32263	13.53472	35.35256	35.37588	88.30204	9.76549	83.82149
2018-05-05 11:31:00	8630330696303481206	1.00000	12.71948	10.27253	9.63477	13.58721	13.50295	40.28815	68.36573	2.37449	9.95450	62.94446
2018-05-05 11:32:00	8630330696303481834	1.00000	15.01351	8.77308	10.76744	16.83495	9.24426	31.76397	72.95566	49.52947	6.12074	41.17563
2018-05-05 11:33:00	8630330696303482113	1.00000	8.33856	15.17321	8.88102	14.61932	12.77896	70.47896	29.52689	59.92773	58.60800	43.44501
2018-05-05 11:34:00	863033069630348990	1.00000	13.72417	8.37838	12.92857	13.97656	11.60469	35.04358	49.25884	84.32039	16.64305	20.91710
2018-05-05 11:35:00	8630330696303482394	1.00000	11.12220	12.02397	11.04762	11.80592	13.64701	33.22748	54.18044	98.17211	65.52727	71.96505
2018-05-05 11:36:00	3590433799317661818	1.00000	12.26446	14.84626	10.66568	17.08779	13.22232	50.36903	44.26802	72.04288	11.05722	37.36051
2018-05-05 11:37:00	8630330696303481313	0.00000	8.24640	14.95875	18.47103	12.95501	13.15106	34.33934	82.40261	41.72572	58.14181	45.24135
2018-05-05 11:38:00	3590433799317662345	1.00000	13.74303	8.47751	9.38128	17.63756	14.56864	27.09353	22.10934	46.72089	30.15764	32.30944
2018-05-05 11:39:00	8630330696303481107	1.00000	17.48769	8.98022	13.28164	18.30396	11.14882	25.11406	9.48464	19.27895	63.48347	12.63094
2018-05-05 11:40:00	8630330696303481925	0.00000	10.69545	11.90662	11.52280	15.65685	11.50284	19.65256	16.69619	4.24725	53.15850	47.65658
2018-05-05 11:41:00	8630330696303481297	0.00000	9.30430	17.37005	14.87560	9.60032	10.14498	50.82176	56.04758	71.95006	31.07075	90.28835
2018-05-05 11:42:00	8630330696303482345	0.00000	7.80130	15.82527	16.96327	13.63056	7.09051	48.40189	76.90876	62.26040	77.82999	56.63870
2018-05-05 11:43:00	863033069630348305	1.00000	9.42674	15.86107	6.80841	12.52685	16.57065	66.28516	90.86587	84.89486	86.40287	73.38814
2018-05-05 11:44:00	3590433799317662154	0.00000	14.64425	14.02637	11.11684	14.72040	10.34541	48.80578	32.36146	31.34008	35.92634	92.71103
2018-05-05 11:45:00	359043379931766031	0.00000	12.64003	11.97031	10.73179	11.14644	13.02667	41.55182	37.74167	92.66271	86.77504	6.39626
2018-05-05 11:46:00	3590433799317661404	0.00000	12.34269	14.22361	12.94042	9.67505	11.76680	46.44542	88.78061	93.30785	35.99472	21.92905
2018-05-05 11:47:00	8630330696303481024	0.00000	9.03850	12.03138	14.15433	15.59576	10.26636	6.02680	17.29788	98.24718	1.77325	69.51971
2018-05-05 11:48:00	3590433799317662386	1.00000	9.80497	13.93261	9.18447	11.03219	17.54152	41.68994	57.57600	63.19186	62.61627	10.89077
2018-05-05 11:49:00	8630330696303482170	1.00000	16.99107	10.11847	13.19407	16.44259	15.31662	50.21220	39.42614	42.33225	50.94966	45.28074
2018-05-05 11:50:00	359043379931766395	1.00000	10.52955	17.59811	13.00535	20.10060	10.36823	35.41734	24.53857	66.90153	88.25996	1.30585
2018-05-05 11:51:00	359043379931766304	1.00000	14.81521	9.14630	10.26653	13.76541	15.74881	34.30798	51.59433	58.96191	69.59345	45.86492
2018-05-05 11:52:00	3590433799317661735	0.00000	10.82200	12.57596	12.86034	10.51472	13.19797	51.10196	99.77304	32.14966	80.95053	33.49363
2018-05-05 11:53:00	3590433799317661545	0.00000	10.59477	13.83311	12.75389	10.61802	8.20324	46.05084	56.79981	93.51378	52.63902	8.95304
2018-05-05 11:54:00	3590433799317661537	0.00000	13.61315	12.57303	13.93641	16.27619	13.21013	58.03409	99.78293	40.26585	9.85678	52.97773
2018-05-05 11:55:00	863033069630348297	1.00000	14.64090	13.12847	11.53120	13.35566	14.71256	48.00700	86.71079	68.50573	91.80234	31.07442
2018-05-05 11:56:00	3590433799317661776	1.00000	11.07138	12.60671	10.49477	13.00809	17.32207	40.25571	75.16986	17.26294	53.27100	59.23469
2018-05-05 11:57:00	3590433799317661727	0.00000	6.58369	13.51832	13.47089	14.36429	10.25137	47.91871	2.42947	61.34952	88.74313	95.55852
2018-05-05 11:58:00	863033069630348818	1.00000	9.49042	13.08435	8.95448	9.13960	17.55600	42.07207	7.40897	37.06880	47.60486	22.19149
2018-05-05 11:59:00	359043379931766841	0.00000	9.03989	17.31569	17.36005	11.76277	11.74625	58.97177	10.08359	25.10405	0.37539	64.21853
2018-05-05 12:00:00	8630330696303481206	1.00000	14.56468	11.79810	15.57068	9.53589	9.42846	33.44990	98.31133	67.34068	89.93408	7.57755
2018-05-05 12:01:00	359043379931766239	0.00000	9.50135	13.09592	14.29331	16.68179	12.31644	45.27997	65.03030	72.28635	21.83159	84.88304
2018-05-05 12:02:00	863033069630348545	1.00000	11.60367	10.86151	11.54742	11.22976	15.15987	79.83289	14.00994	66.40943	49.81492	10.06494
2018-05-05 12:03:00	3590433799317661586	1.00000	8.25655	13.89892	14.80046	11.13891	12.77666	28.05881	11.78714	43.53775	94.60536	83.15158
2018-05-05 12:04:00	3590433799317661461	1.00000	11.53404	15.22263	13.38622	11.01829	11.11125	50.36713	79.69335	32.60758	43.62799	47.43430
2018-05-05 12:05:00	863033069630348875	1.00000	9.60541	15.75993	10.94113	14.58472	15.18801	35.13398	98.70288	35.78380	81.84702	6.08118
2018-05-05 12:06:00	3590433799317661842	0.00000	10.87203	12.59141	12.89144	13.59722	9.32719	29.84640	59.90913	32.09719	82.75898	99.92018
2018-05-05 12:07:00	3590433799317661735	0.00000	9.62485	14.13767	14.12326	10.72354	10.86540	34.94373	24.50095	87.11812	31.86923	80.13342
2018-05-05 12:08:00	863033069630348099	1.00000	14.74364	11.38574	9.31522	14.88112	15.93366	25.73794	27.94157	96.34401	7.00756	56.11467
2018-05-05 12:09:00	3590433799317661222	1.00000	9.06055	12.47097	9.28197	14.53550	10.92115	56.35652	22.98164	44.67520	67.24712	60.10953
2018-05-05 12:10:00	359043379931766593	1.00000	11.69254	8.49221	11.98519	13.81084	11.48306	37.51420	86.63895	24.87935	4.42080	34.28435
2018-05-05 12:11:00	8630330696303481586	0.00000	8.89674	14.17328	13.83443	11.92582	9.78534	34.54655	70.09695	29.14845	25.21813	86.50172
2018-05-05 12:12:00	3590433799317661743	1.00000	15.43736	14.88152	11.18489	15.54490	13.90205	45.90821	40.75288	82.64555	71.08082	62.15743
2018-05-05 12:13:00	3590433799317662436	1.00000	13.66817	9.62239	11.61504	13.82335	16.28790	63.94358	62.52883	88.79792	47.30944	42.41330
2018-05-05 12:14:00	8630330696303481388	0.00000	11.18952	11.26270	9.09424	12.29437	14.58992	59.22667	98.39739	84.70541	40.53711	97.24522
2018-05-05 12:15:00	8630330696303482253	1.00000	13.37038	16.07842	11.38906	16.52982	13.52669	55.81355	45.79565	5.96871	80.47829	98.11567
2018-05-05 12:16:00	359043379931766098	1.00000	15.16386	7.83112	11.99562	15.97544	16.50080	37.35994	66.05626	25.87004	16.73510	61.30693
2018-05-05 12:17:00	3590433799317662444	1.00000	8.20094	14.76791	10.04443	14.97287	11.10763	44.83707	91.57661	14.88363	28.08407	29.75291
2018-05-05 12:18:00	8630330696303481925	1.00000	11.32217	15.25284	11.13963	15.64026	15.67274	31.72283	96.94788	12.56661	86.75523	30.13330
2018-05-05 12:19:00	8630330696303481149	1.00000	11.78373	12.95447	15.52281	13.11769	9.29397	45.59933	41.16354	90.74466	51.39705	96.87913
2018-05-05 12:20:00	3590433799317661420	0.00000	10.89535	12.05533	12.36565	13.62241	6.08722	26.25813	33.40993	53.63732	52.16622	86.85329
2018-05-05 12:21:00	8630330696303481529	1.00000	14.00942	14.57874	11.91958	15.01258	16.28762	22.21814	34.16079	58.92969	21.63620	11.23161
2018-05-05 12:22:00	8630330696303482113	1.00000	13.71721	13.67510	11.26657	14.45939	15.50227	53.40144	29.61838	66.14469	23.41724	47.87210
2018-05-05 12:23:00	8630330696303482253	0.00000	13.41112	7.82805	16.83936	14.84048	11.78720	58.28215	28.06976	45.42276	81.46348	54.92890
2018-05-05 12:24:00	3590433799317662477	1.00000	14.13374	15.91315	13.15321	19.74358	13.88405	50.72697	88.78362	39.84749	56.97790	73.39067
2018-05-05 12:25:00	8630330696303482089	1.00000	10.88113	15.39011	11.32948	17.16606	12.48062	43.25750	85.09575	85.96463	82.78803	32.35537
2018-05-05 12:26:00	359043379931766247	0.00000	7.75205	7.45151	12.85862	14.79810	11.03290	39.08751	50.54085	43.27783	91.00627	85.54768
2018-05-05 12:27:00	8630330696303481917	1.00000	9.17946	13.10338	8.61695	11.28375	13.59850	41.49904	96.33899	74.50058	80.82660	62.40867
2018-05-05 12:28:00	8630330696303481024	1.00000	11.53489	13.32899	12.82630	13.90722	12.99025	61.90950	76.44419	33.51818	62.26629	77.70997
2018-05-05 12:29:00	3590433799317661552	1.00000	14.25751	11.83612	10.54068	15.05209	16.10498	37.16316	98.49973	85.04100	10.16914	99.82990
2018-05-05 12:30:00	3590433799317661313	0.00000	12.13602	13.88157	14.98789	11.14737	9.86392	45.50966	51.57285	55.02340	67.61631	53.99469
2018-05-05 12:31:00	3590433799317661412	0.00000	12.04373	10.94429	12.58090	15.20411	13.59462	88.66622	53.80993	88.46495	7.95270	77.39040
2018-05-05 12:32:00	359043379931766007	0.00000	12.75061	12.25420	18.50381	14.22511	13.63623	40.99773	98.61101	39.91092	90.02022	51.39407
2018-05-05 12:33:00	3590433799317661677	1.00000	10.16823	17.28005	8.93014	15.70214	10.71792	53.93204	67.96195	86.16977	25.18169	23.41841
2018-05-05 12:34:00	8630330696303481321	0.00000	8.65671	12.25973	16.04506	13.74242	8.22886	55.32673	30.48683	28.42520	93.67852	81.23660
2018-05-05 12:35:00	863033069630348545	1.00000	15.59613	15.88466	11.81036	16.35260	15.24430	33.25246	60.21426	5.96404	75.36196	78.40803
2018-05-05 12:36:00	8630330696303482006	0.00000	13.87338	9.15232	14.39788	12.08517	17.11467	45.88809	46.79159	74.15801	41.16607	29.12957
2018-05-05 12:37:00	359043379931766577	1.00000	13.08129	13.18436	8.10637	16.89176	13.20477	37.84271	16.80138	44.04130	3.83969	78.36024
2018-05-05 12:38:00	8630330696303481131	1.00000	11.22912	15.35534	11.74354	14.99636	11.44974	45.63437	43.77098	13.50936	22.09666	71.10169
2018-05-05 12:39:00	3590433799317662220	0.00000	11.73542	10.86720	13.68415	15.07731	10.90458	34.09006	57.61876	15.76580	89.80477	99.41354
2018-05-05 12:40:00	8630330696303481560	1.00000	14.10238	12.42944	9.97494	11.77819	21.02934	40.16325	85.66958	60.97230	67.27379	49.45746
2018-05-05 12:41:00	8630330696303481305	1.00000	13.05693	11.44894	9.69803	14.30923	12.78838	24.86125	90.54266	58.26223	63.17644	45.04947
2018-05-05 12:42:00	863033069630348834	1.00000	11.43268	11.89350	10.19044	11.47106	12.83670	47.79725	59.43107	65.64675	51.06886	22.13783
2018-05-05 12:43:00	3590433799317662055	0.00000	7.17339	19.32030	11.46033	11.85622	8.86716	45.20087	60.93025	34.85234	53.73110	88.41216
2018-05-05 12:44:00	359043379931766692	1.00000	11.44229	16.33149	10.50745	16.30172	14.10401	37.92485	33.36172	10.30043	80.40210	1.48627
2018-05-05 12:45:00	359043379931766296	1.00000	14.11152	11.93986	10.45440	13.36325	16.48771	40.35049	58.95347	12.95050	99.50252	12.16009
2018-05-05 12:46:00	359043379931766163	1.00000	16.92108	13.30430	11.96565	12.29014	16.11775	36.63969	90.03296	38.46019	91.20481	54.26712
2018-05-05 12:47:00	359043379931766973	1.00000	13.37044	11.05345	10.58633	10.60099	17.12824	66.78142	56.13690	11.65048	24.48051	15.12445
2018-05-05 12:48:00	3590433799317661818	0.00000	9.96960	11.14888	14.84076	10.43999	9.61652	45.16709	13.70329	84.06196	51.78339	64.78736
2018-05-05 12:49:00	359043379931766205	1.00000	15.84198	11.44748	13.11932	12.24155	18.92737	19.49897	26.07075	87.15677	97.95642	62.99971
2018-05-05 12:50:00	359043379931766205	0.00000	13.58863	13.46719	13.37393	15.88350	14.99356	24.71780	7.44422	48.16029	36.82982	75.34970
2018-05-05 12:51:00	863033069630348941	1.00000	17.24954	11.14136	12.97393	15.80019	16.61011	38.05610	64.52634	72.17853	80.59303	7.54854
2018-05-05 12:52:00	3590433799317661008	0.00000	10.19837	8.50287	16.44833	15.56746	11.93311	33.63472	4.79700	54.52643	98.77544	5.85582
2018-05-05 12:53:00	3590433799317661925	1.00000	12.56289	13.72464	9.64556	14.90251	15.41625	45.50040	7.40111	91.42482	4.88637	9.68104
2018-05-05 12:54:00	3590433799317661271	1.00000	16.83978	10.78633	13.97272	17.38539	13.41463	35.41709	49.26600	88.31674	24.63860	29.13600
2018-05-05 12:55:00	359043379931766932	1.00000	13.94260	10.13052	9.58588	14.40467	12.21868	41.48830	85.14964	80.63741	96.21403	60.03665
2018-05-05 12:56:00	3590433799317662295	1.00000	12.07310	16.60681	12.54958	17.54577	15.08521	50.08819	47.38054	74.12278	17.19858	27.39420
2018-05-05 12:57:00	3590433799317662212	0.00000	11.57992	13.66318	15.04272	15.90130	11.59967	34.31675	56.19588	10.77892	91.03482	12.71122
2018-05-05 12:58:00	359043379931766346	0.00000	13.57546	9.27225	17.18144	16.50448	11.11308	44.50502	90.65518	35.55478	89.29505	17.59436
2018-05-05 12:59:00	359043379931766288	0.00000	14.42052	10.73265	15.90846	9.23689	12.27659	59.81399	30.61215	66.45988	1.15742	96.93218
2018-05-05 13:00:00	359043379931766965	1.00000	14.85849	9.03412	11.90976	16.47594	12.27400	54.03754	56.50615	30.96395	83.49137	4.08829
2018-05-05 13:01:00	8630330696303481677	1.00000	15.39901	13.48098	11.59773	15.98302	16.84202	51.28378	48.94805	68.49519	81.70949	25.37222
